job_tittle_rev,salary_estimation,min_salary_est,max_salary_est,avg_salary_est,skill_excel,skill_python,skill_sql,skill_tableau,skill_powerbi,Rating,company_name,location,state,Headquarters,company_size(emp),Founded,Type of ownership,Industry,Sector,Revenue,avg_revenue_million,min_revenue_million,max_revenue_million
Data Integration Analyst,54000-75000,54000,75000,64500,TRUE,TRUE,TRUE,FALSE,FALSE,2.9,Cardinal Innovations Healthcare,Charlotte,North Carolin,"Charlotte, NC",501-1000,,Company - Public,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),75,50,100
Data Analyst With Banking Domain,54000-75000,54000,75000,64500,TRUE,FALSE,TRUE,FALSE,FALSE,4,Cynet Systems,Charlotte,North Carolin,"Ashburn, VA",501-1000,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Financial Data Analyst - Full Time,54000-75000,54000,75000,64500,TRUE,FALSE,TRUE,FALSE,FALSE,,Databridge,Charlotte,North Carolin,"Arden, NC",1-50,,Other Organization,,,Unknown / Non-Applicable,,,
Data Analyst - Metadata Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,TRUE,FALSE,FALSE,4.1,Collabera,Fort Mill,South Carolina,"Basking Ridge, NJ",> 10000,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),250500,500000,1000
Business Data Analyst,53000-99000,53000,99000,76000,TRUE,TRUE,TRUE,FALSE,FALSE,5,Pcr Staffing,Huntersville,North Carolin,"Charlotte, NC",1-50,,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),7.5,5,10
Sr. Data Analyst,53000-99000,53000,99000,76000,TRUE,TRUE,TRUE,FALSE,FALSE,3.6,Randstad,Charlotte,North Carolin,"Atlanta, GA",1001-5000,,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Sr. Business Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,TRUE,FALSE,FALSE,4.1,Kforce,Charlotte,North Carolin,"Tampa, FL",> 10000,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),1500,1000,2000
Data Visualization Analyst - N.,53000-99000,53000,99000,76000,TRUE,FALSE,TRUE,FALSE,FALSE,3.3,Vaco Technology,Charlotte,North Carolin,"Brentwood, TN",501-1000,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),250500,500000,1000
Sr. Data Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,4.3,Data Inc.,Charlotte,North Carolin,"Montvale, NJ",501-1000,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Trust Application Data Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,TRUE,FALSE,FALSE,2.3,"Infovisa, Inc.",Charlotte,North Carolin,"Cornelius, NC",1-50,,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),7.5,5,10
Data Analyst,53000-99000,53000,99000,76000,TRUE,FALSE,TRUE,FALSE,FALSE,,,Mooresville,North Carolin,,,,,,,,,,
Data Analyst 127909,53000-99000,53000,99000,76000,FALSE,FALSE,TRUE,FALSE,FALSE,3.2,Open Systems Technologies (Nyc),Charlotte,North Carolin,"New York, NY",51-200,1990,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Item Data Maintenance Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,3.3,Lowe'S,Mooresville,North Carolin,"Mooresville, NC",> 10000,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),,,
Marketing Data Analyst - Remote,53000-99000,53000,99000,76000,FALSE,FALSE,TRUE,FALSE,FALSE,,Sga Inc.,Charlotte,North Carolin,"Bethesda, MD",1-50,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),3,1,5
Technical Data Analyst,53000-99000,53000,99000,76000,TRUE,TRUE,TRUE,FALSE,FALSE,2.8,American Tire Distributors,Huntersville,North Carolin,"Huntersville, NC",1001-5000,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),7500,5000,10000
Data Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,TRUE,FALSE,FALSE,,Trovetechs Inc,Charlotte,North Carolin,,,,,,,,,,
Jr. Data Analyst,53000-99000,53000,99000,76000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Charlotte,North Carolin,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Sr. Data Analyst,53000-99000,53000,99000,76000,TRUE,TRUE,TRUE,FALSE,FALSE,1.8,Driven Brands,Charlotte,North Carolin,"Charlotte, NC",1001-5000,2006,Company - Private,Automotive Parts & Accessories Stores,Retail,$2 to $5 billion (USD),3500,2000,5000
Business + Data Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,4.4,Tachyon Technologies Llc,Charlotte,North Carolin,"Irving, TX",201-500,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),17.5,10,25
Data Stewardship Senior Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,,Data Bridge Consultants,Charlotte,North Carolin,,,,,,,,,,
Data Analyst [Administrative],53000-99000,53000,99000,76000,TRUE,FALSE,FALSE,FALSE,FALSE,,Tax Management Assoc,Charlotte,North Carolin,,,,,,,,,,
"Analyst, Product Content Data Quality",53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,3.3,Lowe'S,Mooresville,North Carolin,"Mooresville, NC",> 10000,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),,,
"Qa Analyst Big Data/Etl - Charlotte, Nc (W2 Only)",53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,4.1,Canvas Infotech Inc.,Charlotte,North Carolin,"Fremont, CA",1-50,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),3,1,5
Data Stewardship Senior Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,,Databridge,Charlotte,North Carolin,"Arden, NC",1-50,,Other Organization,,,Unknown / Non-Applicable,,,
Big Data Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,,Data Bridge Consultants,Charlotte,North Carolin,,,,,,,,,,
Reporting /Data Analyst,53000-99000,53000,99000,76000,TRUE,FALSE,TRUE,FALSE,FALSE,3.8,"Prutech Solutions, Inc.",Charlotte,North Carolin,"Iselin, NJ",201-500,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),37.5,25,50
Application Architect V/ Data Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,4.3,Data Inc.,Charlotte,North Carolin,"Montvale, NJ",501-1000,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Sr. Data Technology Analyst,53000-99000,53000,99000,76000,FALSE,FALSE,FALSE,FALSE,FALSE,3.7,Bank Of America,Charlotte,North Carolin,"Charlotte, NC",> 10000,1904,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
"Data Optimization Analyst (Position In Hickory, Nc)",53000-99000,53000,99000,76000,TRUE,FALSE,TRUE,FALSE,FALSE,3.7,Transportation Insight,Charlotte,North Carolin,"Hickory, NC",51-200,1999,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),250500,500000,1000
Technology Control Analyst - Avp (Chief Data Office),40000-74000,40000,74000,57000,FALSE,FALSE,FALSE,FALSE,FALSE,3.1,Mufg,Charlotte,North Carolin,"Tokyo, Japan",> 10000,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
Digital Data/Insights Analyst,40000-74000,40000,74000,57000,TRUE,FALSE,FALSE,FALSE,FALSE,3,Midan Marketing,Mooresville,North Carolin,"Chicago, IL",1-50,2004,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),3,1,5
Big Data Analyst,40000-74000,40000,74000,57000,FALSE,FALSE,FALSE,FALSE,FALSE,,Databridge,Charlotte,North Carolin,"Arden, NC",1-50,,Other Organization,,,Unknown / Non-Applicable,,,
Data Mgmt Analyst W/Traded Products,40000-74000,40000,74000,57000,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,Signature Consultants,Charlotte,North Carolin,"Fort Lauderdale, FL",1001-5000,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Governance Business Information Analyst,40000-74000,40000,74000,57000,FALSE,TRUE,TRUE,TRUE,FALSE,3.8,Brighthouse Financial,Charlotte,North Carolin,"Charlotte, NC",1001-5000,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,,,
Data Analyst With Security Clearance,40000-74000,40000,74000,57000,FALSE,FALSE,TRUE,FALSE,TRUE,3.6,Accenture Federal Services,Charlotte,North Carolin,"Fairfax, VA",1001-5000,1975,Subsidiary or Business Segment,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
"Data Analyst, Data Activation",40000-74000,40000,74000,57000,FALSE,FALSE,FALSE,FALSE,FALSE,3.3,Lowe'S,Mooresville,North Carolin,"Mooresville, NC",> 10000,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),,,
Qa Analyst With Mongodb / Big Data,40000-74000,40000,74000,57000,TRUE,FALSE,TRUE,FALSE,FALSE,3.8,"Prutech Solutions, Inc.",Charlotte,North Carolin,"Iselin, NJ",201-500,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),37.5,25,50
"Sr. Analyst, Product Content Data Quality",40000-74000,40000,74000,57000,FALSE,FALSE,FALSE,FALSE,FALSE,3.3,Lowe'S,Mooresville,North Carolin,"Mooresville, NC",> 10000,1946,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),,,
Data Visualization Analyst,57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,4,Autodesk,San Francisco,California,"San Rafael, CA",5001-10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),3500,2000,5000
Digital Marketing & Ecommerce Data Analyst,57000-104000,57000,104000,80500,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,Vionic Group,San Rafael,California,"San Rafael, CA",51-200,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),300,100,500
Sr. Data Analyst,57000-104000,57000,104000,80500,FALSE,TRUE,TRUE,TRUE,FALSE,3.9,Life360,San Francisco,California,"San Francisco, CA",51-200,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,3,Ncsoft,San Mateo,California,"Seoul, South Korea",1001-5000,1997,Company - Public,Video Games,Media,$10+ billion (USD),,,
Sr. Data Analyst,57000-104000,57000,104000,80500,FALSE,TRUE,TRUE,FALSE,FALSE,4,Autodesk,San Francisco,California,"San Rafael, CA",5001-10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),3500,2000,5000
Data Analyst,57000-104000,57000,104000,80500,FALSE,TRUE,TRUE,FALSE,FALSE,5,Launchdarkly,Oakland,California,"Oakland, CA",51-200,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,57000-104000,57000,104000,80500,FALSE,TRUE,TRUE,FALSE,FALSE,3.8,Edmodo,San Mateo,California,"San Mateo, CA",51-200,2008,Company - Private,Education Training Services,Education,$5 to $10 million (USD),7.5,5,10
Data Analyst,57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,FALSE,FALSE,4.6,Doximity,San Francisco,California,"San Francisco, CA",201-500,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
Sr. Data Analyst (Marketing Department),57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,3.5,Freedom Financial Network,San Mateo,California,"San Mateo, CA",1001-5000,2002,Company - Private,Investment Banking & Asset Management,Finance,$500 million to $1 billion (USD),250500,500000,1000
Immediate Need For Data Analyst,57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,3.3,Appleone,San Francisco,California,"Glendale, CA",1001-5000,1964,Company - Private,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),1500,1000,2000
"Senior Analyst, Data & Analytics",57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,4.1,Pubnub,San Francisco,California,"San Francisco, CA",51-200,2011,Company - Private,Internet,Information Technology,$10 to $25 million (USD),17.5,10,25
Data Analyst/Engineer,57000-104000,57000,104000,80500,FALSE,TRUE,TRUE,FALSE,FALSE,4.1,Sigmaway,San Francisco,California,"New Delhi, India",1-50,,Company - Private,,,Unknown / Non-Applicable,,,
Mid-Level Data Analyst,57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,4.8,Giving Assistant,San Francisco,California,"San Francisco, CA",1-50,2014,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),17.5,10,25
Data Analyst,57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,3.7,Nway,San Francisco,California,"San Francisco, CA",1-50,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,,
Healthcare Data Analyst,57000-104000,57000,104000,80500,TRUE,FALSE,TRUE,FALSE,FALSE,3.6,Perficient,San Francisco,California,"Saint Louis, MO",1001-5000,1998,Company - Public,IT Services,Information Technology,$500 million to $1 billion (USD),250500,500000,1000
Data Analyst,57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,Mindstrong,San Francisco,California,"Mountain View, CA",51-200,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,,
Product Data Analyst,57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,3.9,Livecareer,San Francisco,California,"Guaynabo, PR",501-1000,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,57000-104000,57000,104000,80500,FALSE,FALSE,TRUE,TRUE,FALSE,3.8,Mondo,San Francisco,California,"New York, NY",51-200,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst,57000-104000,57000,104000,80500,FALSE,TRUE,TRUE,FALSE,FALSE,4,Spin,San Francisco,California,"San Francisco, CA",501-1000,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,,
Temporary Part Time Data Analyst (Remote - North & South America),57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,FALSE,FALSE,5,Elevate Labs,San Francisco,California,"San Francisco, CA",1-50,,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,,
Data Analyst (Finance),57000-104000,57000,104000,80500,FALSE,TRUE,TRUE,FALSE,FALSE,4.9,Deliverr Inc,San Francisco,California,"San Francisco, CA",51-200,2017,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,,,
Data Analyst,57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,FALSE,FALSE,4.6,Angaza,San Francisco,California,"San Francisco, CA",51-200,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
User Acquisition Data Analyst,57000-104000,57000,104000,80500,FALSE,FALSE,TRUE,TRUE,FALSE,3.8,Mondo,San Francisco,California,"New York, NY",51-200,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst,57000-104000,57000,104000,80500,FALSE,TRUE,TRUE,TRUE,FALSE,4,Snowflake Computing,San Mateo,California,"San Mateo, CA",1001-5000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
"Data Analyst, Remote East Coast",57000-104000,57000,104000,80500,TRUE,TRUE,TRUE,TRUE,FALSE,3.7,Cbre,San Francisco,California,"Los Angeles, CA",> 10000,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,,,
Data Analyst,57000-104000,57000,104000,80500,FALSE,TRUE,TRUE,TRUE,FALSE,4.5,Duetto,San Francisco,California,"San Francisco, CA",51-200,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),37.5,25,50
Data Analyst Chemist - Quality System Contractor,57000-104000,57000,104000,80500,TRUE,FALSE,FALSE,FALSE,FALSE,2.3,"Rodan And Fields, Llc",San Francisco,California,"San Francisco, CA",501-1000,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,,,
Data Analyst-Remote,99000-178000,99000,178000,138500,FALSE,FALSE,TRUE,FALSE,FALSE,,Sga Inc.,San Francisco,California,"Bethesda, MD",1-50,1996,Company - Private,Architectural & Engineering Services,Business Services,$1 to $5 million (USD),3,1,5
Data Analyst,99000-178000,99000,178000,138500,FALSE,TRUE,TRUE,TRUE,FALSE,4.1,Veem,San Francisco,California,"San Francisco, CA",51-200,2014,Company - Private,Financial Transaction Processing,Finance,$1 to $5 million (USD),3,1,5
Operations Data Analyst,99000-178000,99000,178000,138500,TRUE,FALSE,TRUE,FALSE,FALSE,4,Coinbase,San Francisco,California,"San Francisco, CA",501-1000,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,,
Product Data Analyst,99000-178000,99000,178000,138500,TRUE,FALSE,TRUE,FALSE,FALSE,3.6,Trifacta,San Francisco,California,"San Francisco, CA",51-200,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,,
Data Scientist/Analyst - Wilbur Labs,99000-178000,99000,178000,138500,FALSE,TRUE,TRUE,TRUE,TRUE,5,Wilbur Labs,San Francisco,California,"San Francisco, CA",1-50,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,99000-178000,99000,178000,138500,FALSE,TRUE,TRUE,TRUE,FALSE,4.4,Hinge Health,San Francisco,California,"San Francisco, CA",201-500,2014,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),75,50,100
Marketing Data Analyst,99000-178000,99000,178000,138500,TRUE,TRUE,TRUE,TRUE,FALSE,3.3,User Testing,San Francisco,California,"San Francisco, CA",501-1000,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,99000-178000,99000,178000,138500,FALSE,TRUE,TRUE,FALSE,FALSE,,Pair-Tek,San Francisco,California,,,,,,,,,,
Data And Reporting Analyst,99000-178000,99000,178000,138500,TRUE,FALSE,TRUE,TRUE,TRUE,3.8,Shorenstein Realty Services L.P.,San Francisco,California,"San Francisco, CA",201-500,1924,Company - Private,Real Estate,Real Estate,$50 to $100 million (USD),75,50,100
Business Data Analyst,99000-178000,99000,178000,138500,TRUE,FALSE,TRUE,TRUE,FALSE,3.5,Plushcare,San Francisco,California,"San Francisco, CA",1-50,,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),,,
Research Data Analyst,99000-178000,99000,178000,138500,TRUE,FALSE,TRUE,FALSE,FALSE,4.1,Ucsf Medical Center,San Francisco,California,"San Francisco, CA",> 10000,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),75,50,100
Data Analyst,99000-178000,99000,178000,138500,TRUE,TRUE,TRUE,FALSE,FALSE,4.6,Motiv Power Systems,San Francisco,California,"Foster City, CA",51-200,2009,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),7.5,5,10
Data Analyst,99000-178000,99000,178000,138500,FALSE,TRUE,TRUE,TRUE,FALSE,4.2,Upstart,San Mateo,California,"San Mateo, CA",201-500,2012,Company - Private,Lending,Finance,Unknown / Non-Applicable,,,
Business Intelligence Data Modeler/Analyst,99000-178000,99000,178000,138500,FALSE,TRUE,TRUE,FALSE,FALSE,4.3,Credible,San Francisco,California,"San Francisco, CA",51-200,2012,Company - Public,Lending,Finance,Unknown / Non-Applicable,,,
Data Studio Analyst,99000-178000,99000,178000,138500,TRUE,FALSE,FALSE,FALSE,FALSE,5,Priceonomics,San Francisco,California,"San Francisco, CA",1-50,,Company - Private,Internet,Information Technology,Less than $1 million (USD),,,
Data Analyst,99000-178000,99000,178000,138500,FALSE,FALSE,FALSE,FALSE,FALSE,,"Applicantz, Inc.",San Francisco,California,"Houston, TX",51-200,,Company - Public,,,Unknown / Non-Applicable,,,
Product Data Analyst,99000-178000,99000,178000,138500,TRUE,TRUE,TRUE,TRUE,FALSE,3.7,Bold,San Francisco,California,"Guaynabo, PR",201-500,2004,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,,,
Data Analyst,99000-178000,99000,178000,138500,FALSE,FALSE,TRUE,FALSE,FALSE,,Parsoft Llc,San Francisco,California,"Louisville, KY",Unknown-,,Company - Public,,,Unknown / Non-Applicable,,,
Clinical Data Analyst,99000-178000,99000,178000,138500,FALSE,FALSE,TRUE,FALSE,FALSE,4,Flatiron Health,San Francisco,California,"New York, NY",501-1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
